"transaction_id","transaction_date","transaction_time","store_id","store_location","product_id","transaction_qty","unit_price","Total_Bill","product_category","product_type","product_detail","Size","Month Name","Day Name","Hour","Month","Day of Week"
"146279","28-06-2023","07:00:19","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Wednesday","7","6","2"
"146438","28-06-2023","09:04:41","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Wednesday","9","6","2"
"146469","28-06-2023","09:23:59","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Wednesday","9","6","2"
"146590","28-06-2023","10:47:26","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Wednesday","10","6","2"
"146612","28-06-2023","11:04:06","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Wednesday","11","6","2"
"146621","28-06-2023","11:15:32","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Wednesday","11","6","2"
"146997","28-06-2023","15:21:45","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Wednesday","15","6","2"
"147144","28-06-2023","17:00:26","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Wednesday","17","6","2"
"147265","28-06-2023","18:29:23","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Wednesday","18","6","2"
"147288","28-06-2023","18:55:29","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Wednesday","18","6","2"
"147353","29-06-2023","07:06:40","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Thursday","7","6","3"
"147388","29-06-2023","07:47:39","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Thursday","7","6","3"
"147802","29-06-2023","13:06:28","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Thursday","13","6","3"
"147832","29-06-2023","13:32:31","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Thursday","13","6","3"
"148157","29-06-2023","17:09:06","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Thursday","17","6","3"
"148252","29-06-2023","18:11:03","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Thursday","18","6","3"
"148469","30-06-2023","07:35:43","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Friday","7","6","4"
"148630","30-06-2023","08:40:28","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Friday","8","6","4"
"148771","30-06-2023","09:36:36","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Friday","9","6","4"
"149028","30-06-2023","11:10:02","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Friday","11","6","4"
"149113","30-06-2023","12:49:11","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Friday","12","6","4"
"149214","30-06-2023","14:51:51","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Friday","14","6","4"
"149305","30-06-2023","16:52:47","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Friday","16","6","4"
"149310","30-06-2023","16:59:49","3","Astoria","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Friday","16","6","4"
"114585","01-06-2023","14:06:20","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Thursday","14","6","3"
"115115","01-06-2023","19:07:26","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Thursday","19","6","3"
"115358","02-06-2023","10:34:26","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Friday","10","6","4"
"116361","03-06-2023","08:14:41","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Saturday","8","6","5"
"116768","03-06-2023","12:55:08","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Saturday","12","6","5"
"116938","03-06-2023","14:47:45","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Saturday","14","6","5"
"117082","03-06-2023","16:00:06","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Saturday","16","6","5"
"117330","03-06-2023","18:22:09","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Saturday","18","6","5"
"117553","04-06-2023","08:57:44","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Sunday","8","6","6"
"117717","04-06-2023","11:21:23","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Sunday","11","6","6"
"117822","04-06-2023","12:15:16","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Sunday","12","6","6"
"118299","04-06-2023","16:48:31","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Sunday","16","6","6"
"118450","04-06-2023","18:11:39","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Sunday","18","6","6"
"119212","05-06-2023","14:30:45","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Monday","14","6","0"
"119610","05-06-2023","18:37:33","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Monday","18","6","0"
"119694","05-06-2023","19:52:51","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Monday","19","6","0"
"119792","06-06-2023","08:44:00","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Tuesday","8","6","1"
"119932","06-06-2023","11:04:25","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Tuesday","11","6","1"
"120116","06-06-2023","13:07:33","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Tuesday","13","6","1"
"120158","06-06-2023","13:28:48","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Tuesday","13","6","1"
"120210","06-06-2023","14:08:07","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Tuesday","14","6","1"
"120482","06-06-2023","16:41:34","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Tuesday","16","6","1"
"120490","06-06-2023","16:46:45","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Tuesday","16","6","1"
"120568","06-06-2023","17:38:22","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Tuesday","17","6","1"
"120954","07-06-2023","08:19:23","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Wednesday","8","6","2"
"121034","07-06-2023","08:42:14","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Wednesday","8","6","2"
"121125","07-06-2023","09:20:21","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Wednesday","9","6","2"
"121314","07-06-2023","10:29:47","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Wednesday","10","6","2"
"121879","07-06-2023","20:05:39","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Wednesday","20","6","2"
"121914","08-06-2023","06:43:30","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Thursday","6","6","3"
"121922","08-06-2023","06:51:32","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Thursday","6","6","3"
"122961","08-06-2023","17:03:42","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Thursday","17","6","3"
"123373","09-06-2023","08:07:54","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Friday","8","6","4"
"123526","09-06-2023","09:05:40","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Friday","9","6","4"
"123836","09-06-2023","10:43:14","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Friday","10","6","4"
"124078","09-06-2023","13:55:45","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Friday","13","6","4"
"124421","10-06-2023","06:31:48","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Saturday","6","6","5"
"124592","10-06-2023","07:42:42","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Saturday","7","6","5"
"124807","10-06-2023","09:04:30","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Saturday","9","6","5"
"125898","11-06-2023","08:25:39","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Sunday","8","6","6"
"126016","11-06-2023","08:59:56","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Sunday","8","6","6"
"126880","12-06-2023","06:53:58","8","Hell's Kitchen","24","2","3","6","Coffee","Drip coffee","Our Old Time Diner Blend","Large","June","Monday","6","6","0"
