"transaction_id","transaction_date","transaction_time","store_id","store_location","product_id","transaction_qty","unit_price","Total_Bill","product_category","product_type","product_detail","Size","Month Name","Day Name","Hour","Month","Day of Week"
"114301","01-06-2023","11:33:29","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Thursday","11","6","3"
"115405","02-06-2023","11:18:24","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Friday","11","6","4"
"115478","02-06-2023","12:02:45","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Friday","12","6","4"
"116288","02-06-2023","19:39:47","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Friday","19","6","4"
"116714","03-06-2023","12:24:57","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Saturday","12","6","5"
"116739","03-06-2023","12:44:17","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Saturday","12","6","5"
"116853","03-06-2023","13:58:14","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Saturday","13","6","5"
"117389","03-06-2023","18:57:29","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Saturday","18","6","5"
"118056","04-06-2023","14:31:43","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Sunday","14","6","6"
"118281","04-06-2023","16:30:33","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Sunday","16","6","6"
"118428","04-06-2023","17:53:30","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Sunday","17","6","6"
"118913","05-06-2023","12:01:03","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Monday","12","6","0"
"119196","05-06-2023","14:19:59","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Monday","14","6","0"
"119240","05-06-2023","14:42:16","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Monday","14","6","0"
"119351","05-06-2023","15:51:35","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Monday","15","6","0"
"119444","05-06-2023","16:52:40","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Monday","16","6","0"
"119692","05-06-2023","19:51:09","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Monday","19","6","0"
"121279","07-06-2023","10:16:40","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Wednesday","10","6","2"
"121416","07-06-2023","10:59:19","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Wednesday","10","6","2"
"121493","07-06-2023","12:01:18","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Wednesday","12","6","2"
"121656","07-06-2023","15:05:47","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Wednesday","15","6","2"
"121709","07-06-2023","16:17:25","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Wednesday","16","6","2"
"121876","07-06-2023","19:56:37","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Wednesday","19","6","2"
"122518","08-06-2023","11:09:47","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Thursday","11","6","3"
"122622","08-06-2023","12:09:57","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Thursday","12","6","3"
"122818","08-06-2023","15:00:40","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Thursday","15","6","3"
"122954","08-06-2023","16:58:47","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Thursday","16","6","3"
"123152","08-06-2023","19:54:56","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Thursday","19","6","3"
"123465","09-06-2023","08:39:35","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Friday","8","6","4"
"123499","09-06-2023","08:55:36","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Friday","8","6","4"
"123540","09-06-2023","09:10:06","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Friday","9","6","4"
"123603","09-06-2023","09:32:40","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Friday","9","6","4"
"123972","09-06-2023","12:04:39","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Friday","12","6","4"
"125324","10-06-2023","14:03:46","3","Astoria","45","1","3","3","Tea","Brewed herbal tea","Peppermint","Large","June","Saturday","14","6","5"
